"X","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
"1","Enregistrer-002.wav",0.161426707123119,0.0769417834161862,0.153977495981425,0.0902661189498125,0.23369173066619,0.143425611716378,2.13300057535938,9.77808489605884,0.947595812004148,0.561732449107556,0.13762457581711,0.161426707123119,0.122852495417661,0.0470127326150832,0.27906976744186,0.643531181619256,0,6.0703125,6.0703125,0.0843625082035678,"male"
"2","Enregistrer-011.wav",0.217895720275629,0.0687842004932542,0.245839210155148,0.213356840620592,0.263808180535966,0.0504513399153738,2.49246047801743,9.46641832866797,0.902294971096559,0.433203800318536,0.274569816643159,0.217895720275629,0.138591112805227,0.0470127326150832,0.27906976744186,1.02365451388889,0,4.640625,4.640625,0.0982508006898251,"female"
"3","Enregistrer-012.wav",0.20439158422594,0.0734069226688999,0.231595744680851,0.159063829787234,0.261829787234043,0.102765957446809,3.12805017711317,15.1759094892808,0.922924585756737,0.528822108364031,0.279553191489362,0.20439158422594,0.124676375266688,0.047244094488189,0.275862068965517,1.06010960820896,0,6.1875,6.1875,0.0965007215007215,"male"
"4","Enregistrer-013.wav",0.213683985242905,0.0720041308401032,0.247843849296414,0.179464366772583,0.267544257830232,0.0880798910576487,3.41109810034391,17.0891670965593,0.908928579250462,0.498680696561519,0.275424421243759,0.213683985242905,0.138199552860682,0.0473840078973346,0.275862068965517,0.870557598039216,0,4.8046875,4.8046875,0.0721254355400697,"male"
"5","Enregistrer-014.wav",0.218617294944814,0.0543036455412368,0.235938553765455,0.196493068565006,0.252933683027351,0.0564406144623455,3.16588947800821,16.5976453672934,0.896148991342748,0.374712342799546,0.250310977894342,0.218617294944814,0.139385056674581,0.0473840078973346,0.27906976744186,1.7454459798995,0,6.0234375,6.0234375,0.139456908684494,"male"
"6","Enregistrer-015.wav",0.229013497965384,0.0497902901675856,0.240084602368866,0.215211505922166,0.262707275803722,0.0474957698815567,2.1676655435965,7.83137268901266,0.878960049167254,0.29277219427117,0.268274111675127,0.229013497965384,0.152860748465544,0.0473840078973346,0.27906976744186,1.01452702702703,0,5.0390625,5.0390625,0.137143607935882,"female"
"7","Enregistrer-016.wav",0.220554102627139,0.0574930306709567,0.231014578994347,0.21127045522166,0.26083903600119,0.0495685807795299,2.87611752375088,13.2815653705014,0.891919855139014,0.360424320565459,0.229431716750967,0.220554102627139,0.181238634970175,0.0469667318982388,0.27906976744186,1.58277138157895,0,15.984375,15.984375,0.0694007702363707,"female"
"8","Enregistrer-017.wav",0.228849391034898,0.0477823572937716,0.243071271124173,0.213445995591477,0.259015429831007,0.0455694342395298,2.0769632872898,6.84138281875311,0.888633743877533,0.30430219237422,0.257060984570169,0.228849391034898,0.171699499648244,0.0474777448071217,0.27906976744186,1.64743822674419,0,6.1171875,6.1171875,0.200372786579683,"male"
"9","Enregistrer-018.wav",0.220836204816648,0.0601315683664077,0.240455984800507,0.214743508549715,0.256681443951868,0.0419379354021533,2.66987195350206,10.8441385638731,0.894322550858515,0.393534522653602,0.234781507283091,0.220836204816648,0.169225848076841,0.0469667318982388,0.27906976744186,1.49798145933014,0,18.3046875,18.3046875,0.0427617249891099,"male"
"10","Enregistrer-019.wav",0.181731462429744,0.0590206733010945,0.18907915993538,0.150102315562736,0.225341949380722,0.075239633817986,1.16916688959939,3.89991590037183,0.952227406415917,0.58687730970662,0.188400646203554,0.181731462429744,0.161975106350296,0.0473372781065089,0.277456647398844,1.04879679144385,0,20.578125,20.578125,0.0506339947595033,"male"
"11","Enregistrer-020.wav",0.189352664767763,0.0491810170299554,0.191100375738057,0.161266774020397,0.224991948470209,0.0637251744498121,1.38091905026875,4.45421856997817,0.932679539998262,0.451432754686214,0.164498121309716,0.189352664767763,0.167932676937483,0.0471512770137525,0.27906976744186,1.0669921875,0,5.4609375,5.4609375,0.158250388092412,"male"
"12","Enregistrer-021.wav",0.183626248721679,0.0562633656160027,0.194384711555635,0.155777817467405,0.221989641007323,0.0662118235399178,1.57034819889571,5.27739076189774,0.945640776085551,0.555934869467041,0.203486336845865,0.183626248721679,0.16517038392079,0.0469208211143695,0.27906976744186,1.07322115384615,0,15.984375,15.984375,0.0608795711871978,"male"
"13","Enregistrer-023.wav",0.165049761857208,0.0662171008375305,0.160978746204679,0.129973209501697,0.213888194320414,0.0839149848187176,1.68018291801469,6.4583747470554,0.963038467121162,0.664685431957556,0.148876585104483,0.165049761857208,0.144455638385566,0.0469667318982388,0.27906976744186,1.05695564516129,0,16.265625,16.265625,0.0611650885137917,"male"
"14","Enregistrer-024.wav",0.165749987478877,0.0679301076039151,0.162348847324924,0.130013049151805,0.212648977816442,0.0826359286646368,1.72431974653859,7.0304339777224,0.963300221369526,0.686431835324423,0.155528490648108,0.165749987478877,0.148974367462412,0.0469208211143695,0.27906976744186,1.29469086021505,0,16.3125,16.3125,0.0537939842339367,"male"
"15","Enregistrer-025.wav",0.166287482981511,0.0644186505936957,0.155877835327737,0.135774245400964,0.206486872655831,0.0707126272548669,2.52482463485775,11.3846298933753,0.945910097362816,0.579709668127777,0.149476692266476,0.166287482981511,0.137781610651354,0.0473372781065089,0.27906976744186,0.809403153153153,0,15.984375,15.984375,0.041833359879325,"male"
"16","Enregistrer-026.wav",0.172209097561082,0.0638195286386939,0.176181460975174,0.13377388819432,0.220089301661011,0.0863154134666905,1.06949543433346,3.80193664718756,0.966576880385774,0.657420458021293,0.171680657260225,0.172209097561082,0.158217525621402,0.0471050049067713,0.27906976744186,1.3150390625,0,16.1015625,16.1015625,0.0686517360845102,"male"
"17","Enregistrer-028.wav",0.199856517558964,0.0523222504846177,0.212592592592593,0.176872427983539,0.23477366255144,0.0579012345679012,1.87950702268417,6.4031161136349,0.901373741388097,0.413235080273677,0.210864197530864,0.199856517558964,0.170025616028141,0.0491299897645855,0.277456647398844,1.89204545454545,0.140625,15.65625,15.515625,0.102719033232628,"male"
"18","Enregistrer-029.wav",0.17381273454905,0.0573734681395123,0.169098875976376,0.12925128595923,0.221535530577253,0.0922842446180225,1.25762336040202,4.9988130212881,0.950637934066786,0.492115573777713,0.11991617450943,0.17381273454905,0.125996514813038,0.0469208211143695,0.27906976744186,0.496149713467049,0,15.8671875,15.8671875,0.0300506815025783,"male"
"19","Enregistrer-030.wav",0.193142404856065,0.0385033781166323,0.195384890158957,0.177381675299161,0.216738703339882,0.0393570280407216,2.27026180199915,8.33651217140312,0.900672984722489,0.275357540964658,0.19278442579032,0.193142404856065,0.150473222690592,0.0470127326150832,0.27906976744186,1.1030724789916,0,16.265625,16.265625,0.0665542114618026,"female"
