"","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
"1",0.156868697112035,0.0776904299938191,0.176789772727273,0.0896875,0.217357954545455,0.127670454545455,1.84902296234141,7.7027566784951,0.977877286202253,0.843031835597206,0.191505681818182,0.156868697112035,0.159317895833551,0.0471976401179941,0.27906976744186,0.552455357142857,0,6.84375,6.84375,0.0476568132660418,""
